"site_no","dateTime","Flow_Inst","Flow_Inst_cd","Wtemp_Inst","pH_Inst","DO_Inst"
"02336240",2011-05-07 03:15:00,13,"A",16.7,7.2,8.1
"02337170",2011-05-26 19:45:00,1710,"X",21.9,7.2,8.6
"02336240",2011-05-29 13:45:00,14,"A e",21.3,7,7.3
"02336240",2011-05-30 22:30:00,11,"E",25.7,7,7.2
"02336360",2011-05-05 13:15:00,17,"E",14.7,7,8.6
"02337170",2011-05-12 22:15:00,6110,"X",14.5,6.8,10
"02337170",2011-05-08 09:30:00,NA,"A e",15.4,6.9,9.2
"02336728",2011-05-27 22:30:00,77,"X",22.1,6.6,7.5
"02337170",2011-05-30 11:00:00,1380,"X",22.7,6.8,7.1
"02336526",2011-05-11 12:15:00,4,"X",20.6,7,6.8
"02203700",2011-05-03 17:30:00,6.4,"E",22.6,7.4,11.5
"02336240",2011-05-28 20:00:00,19,"A",24,7,7.4
"02336526",2011-05-20 08:45:00,3.6,"A",17.9,7.6,7.4
"02203700",2011-05-14 04:00:00,4.2,"A",21.9,6.9,NA
"02203700",2011-05-02 15:15:00,6.1,"X",19.9,7.1,9.7
"02203700",2011-05-02 07:45:00,5.8,"A",19.4,7,6.2
"02336120",2011-05-10 14:45:00,15,"A",20.2,7.2,8
"02336300",2011-05-21 03:45:00,25,"A",NA,7.4,7.4
"02336728",2011-05-24 09:45:00,8.9,"A e",20.8,7.1,7.4
"02336360",2011-05-15 23:45:00,11,"E",18.6,7.3,8.7
"02336410",2011-05-25 19:30:00,11,"E",25.4,7.5,8.3
"02336300",2011-05-07 07:45:00,37,"X",16.2,7.3,7.9
"02336120",2011-05-21 21:45:00,12,"X",23.6,7.4,8.4
"02336526",2011-05-06 21:00:00,5.2,"A",19.7,7.5,10.4
"02336728",2011-05-20 22:15:00,10,"A e",22.8,7.3,8.7
"02336360",2011-05-31 00:15:00,6.3,"A e",26.2,7,6.9
"02336360",2011-05-15 22:30:00,11,"A",18.9,7.3,9
"02336410",2011-05-20 04:30:00,15,"A",18,7.2,8.4
"02336360",2011-05-28 20:45:00,10,"A",25.3,7,7.1
"02336300",2011-05-18 04:00:00,28,"A",15.4,7.5,7.9
"02337170",2011-05-31 00:45:00,1270,"A",25.6,6.8,7.3
"02336728",2011-05-15 23:30:00,11,"A",18.6,7.2,8.5
"02337170",2011-05-06 07:45:00,7140,"A e",13.1,6.8,10.4
"02336360",2011-05-31 01:00:00,6.3,"A",25.9,7,6.8
"02336240",2011-05-31 21:00:00,10,"A e",26.4,7.1,7.7
"02336526",2011-05-07 20:45:00,4.8,"A",20.6,7.7,10.8
"02336313",2011-05-28 09:00:00,1,"A e",20.3,7.3,6.2
"02336360",2011-05-30 18:15:00,6.6,"A",25.9,7,7.8
"02336120",2011-05-18 23:30:00,14,"X",17.6,7.3,9.1
"02336410",2011-05-20 20:15:00,14,"A",21.8,7.5,NA
"02336300",2011-05-15 23:45:00,27,"X",18.7,7.6,8.2
"02336526",2011-05-14 03:00:00,3.5,"A e",23,NA,7.4
"02336300",2011-05-19 04:45:00,27,"A",16.3,7.4,8.3
"02203700",2011-05-25 02:15:00,3.5,"A",23.9,6.8,4.6
"02336410",2011-05-17 07:15:00,16,"A",16.4,7.2,8.5
"02336313",2011-05-11 19:00:00,0.98,"A e",25.4,7.3,8.6
"02203655",2011-05-06 16:45:00,12,"X",15.9,7.2,8.2
"02336728",2011-05-22 04:00:00,9.3,"A e",21,7.1,7.6
"02337170",2011-05-03 14:00:00,5670,"A",15.4,6.8,NA
"02336313",2011-05-13 18:00:00,1.1,"X",24.3,7.3,9.1
"02336240",2011-05-12 22:30:00,11,"E",24.8,7.3,7.8
"02336728",2011-05-25 12:45:00,8.2,"E",20.5,7,7.5
"02336313",2011-05-29 12:00:00,0.82,"X",20.6,7.6,6.3
"02336120",2011-05-07 00:30:00,19,"A",18.4,7.1,8.5
"02203700",2011-05-24 11:45:00,3.7,"A",20.3,6.9,4.6
"02336360",2011-05-02 19:15:00,14,"A",22.1,7.2,9
"02336360",2011-05-21 22:45:00,9.8,"A",23.4,7.4,8.4
"02336240",2011-05-14 14:30:00,10,"E",20.7,7.2,7.9
"02336728",2011-05-31 17:00:00,13,"A e",25.2,7.1,8
"02337170",2011-05-11 06:30:00,3210,"X",17.8,6.8,NA
"02336526",2011-05-04 18:15:00,NA,"A",18.3,6.9,9.2
"02336313",2011-05-06 00:45:00,1.2,"X",17.8,7,8
"02336360",2011-05-10 13:15:00,12,"E",19.9,7,7.6
"02336120",2011-05-05 19:45:00,23,"A e",17.6,7,9
"02336526",2011-05-10 23:30:00,5.7,"A",26,8.3,9
"02203700",2011-05-22 23:00:00,3.9,"A",25.7,6.9,6.7
"02336300",2011-05-12 10:15:00,28,"A e",22,7.4,6.6
"02336526",2011-05-15 14:15:00,3.6,"A e",18.6,7.2,NA
"02336300",2011-05-16 20:15:00,29,"A e",18.8,7.6,9.2
"02336120",2011-05-04 21:45:00,42,"E",18.9,6.8,8.4
"02336240",2011-05-17 06:30:00,11,"E",15.7,7.3,8.2
"02336240",2011-05-28 12:00:00,24,"E",20.3,7,7.4
"02336300",2011-05-13 20:45:00,27,"A",25,7.6,8.8
"02336313",2011-05-02 13:30:00,1,"A",18.8,7,7.3
"02336313",2011-05-21 07:15:00,0.93,"X",NA,7.2,6.7
"02337170",2011-05-29 13:15:00,1680,"A e",21.2,6.9,7.4
"02336120",2011-05-14 02:15:00,13,"A",22.6,7.2,7.4
"02203655",2011-05-28 12:00:00,22,"E",20.1,6.4,7.2
"02336360",2011-05-16 05:45:00,11,"X",17.7,7.1,8
"02337170",2011-05-25 13:00:00,1650,"X",19.8,7.1,8.7
"02336240",2011-05-06 08:45:00,14,"A",14.8,7.2,8.5
"02336526",2011-05-30 07:00:00,5.7,"A",24,7.2,6.8
"02336410",2011-05-25 17:00:00,11,"A",23.4,7.4,8.4
"02336360",2011-05-10 05:45:00,12,"A e",21.1,7,7.3
"02336526",2011-05-06 00:00:00,5.5,"A",18.7,7.2,9.2
"02336300",2011-05-14 07:30:00,27,"A",21.8,7.4,6.7
"02203700",2011-05-10 00:45:00,4.9,"A e",23.4,7.3,4.1
"02336240",2011-05-15 05:15:00,9.9,"A e",20,7.2,7.2
"02203655",2011-05-25 01:45:00,7.2,"A",23.1,6.9,6.1
"02336526",2011-05-26 12:30:00,2.8,"A",22.4,7.4,6.1
"02336526",2011-05-09 14:00:00,4.4,"E",18.5,7.1,8.5
"02336120",2011-05-02 17:00:00,17,"A",20,7.2,8.4
"02336410",2011-05-24 05:00:00,14,"A",23,7.2,6.7
"02336526",2011-05-21 10:00:00,3.5,"A e",19.5,NA,6.8
"02337170",2011-05-25 22:00:00,1670,"A",21.3,7.2,9
"02336240",2011-05-03 11:45:00,13,"E",19.3,7.1,7.4
"02336728",2011-05-22 22:45:00,9.7,"A",25.4,7.2,8
"02336410",2011-05-09 11:00:00,20,"E",18.9,7,7.7
"02336360",2011-05-07 01:45:00,14,"E",NA,7.1,8.1
"02336313",2011-05-07 03:00:00,1.1,"A",17.5,7.2,7.7
"02337170",2011-05-22 13:45:00,1880,"A",16.6,6.9,9.5
"02336526",2011-05-15 09:00:00,3.6,"A e",19.9,7.2,6.6
"02336300",2011-05-17 23:15:00,28,"A",16.3,7.6,9
"02203655",2011-05-19 17:30:00,9.2,"A e",16.6,7.1,9.3
"02336313",2011-05-02 03:45:00,1,"A",20.8,7,6
"02336526",2011-05-25 01:45:00,5,"A",24.8,8.9,9
"02336313",2011-05-17 04:15:00,1.1,"A e",16.3,7.2,7.3
"02336360",2011-05-29 19:45:00,7.8,"A",25.6,7,7.6
"02203655",2011-05-06 22:00:00,12,"A",17.7,7.2,7.8
"02203700",2011-05-13 23:15:00,4.4,"E",23.9,7.2,8.4
"02336120",2011-05-05 00:00:00,38,"X",18.1,6.7,8.2
"02336410",2011-05-10 12:30:00,19,"A",20.3,7,7.5
"02337170",2011-05-25 07:45:00,2110,"X",20.7,7,8.4
"02336313",2011-05-08 14:15:00,1.1,"A e",17.4,7.2,8.8
"02336526",2011-05-03 00:30:00,4.2,"X",23.6,NA,8.3
"02336728",2011-05-26 13:45:00,7.8,"A e",21.5,7,7.6
"02336360",2011-05-12 13:00:00,11,"X",21.2,7,7.3
"02336300",2011-05-02 13:30:00,31,"A e",19.4,7.3,7.4
"02336120",2011-05-29 14:45:00,17,"A e",22.1,6.9,7.3
"02337170",2011-05-09 16:30:00,1360,"E",18.7,7,8.3
"02336728",2011-05-02 04:45:00,16,"A e",19.1,7,7.9
"02336240",2011-05-19 01:30:00,9.9,"X",16.4,7.3,8.5
"02337170",2011-05-12 07:00:00,4150,"X",16.2,6.8,9.6
"02336120",2011-05-08 22:00:00,17,"X",20.4,7.3,8.8
"02203655",2011-05-20 20:45:00,8.8,"A",19.8,7,8.1
"02336526",2011-05-24 23:30:00,3.1,"E",25.4,9.1,11.6
"02336360",2011-05-10 18:00:00,12,"E",22.9,7.2,NA
"02336240",2011-05-29 21:00:00,14,"E",25.3,7,7.3
"02203700",2011-05-11 07:45:00,4.6,"E",21.2,7.4,3.2
"02336120",2011-05-05 09:00:00,27,"A",15.5,6.8,8.5
"02203700",2011-05-20 20:15:00,6.1,"E",23.6,7.2,9.5
"02336728",2011-05-29 16:45:00,20,"A",23.2,7,7.8
"02336120",2011-05-17 00:00:00,13,"A",17.7,7.3,8.7
"02336240",2011-05-04 04:30:00,428,"A",17.7,6.9,8.7
"02336240",2011-05-09 01:30:00,12,"A",19.6,7.2,7.7
"02336526",2011-05-08 01:45:00,4.8,"A",20.3,7.4,8.2
"02336410",2011-05-09 06:15:00,21,"A",19.6,7,7.5
"02336300",2011-05-18 03:00:00,28,"A e",15.6,7.6,8.3
"02336300",2011-05-02 18:15:00,31,"E",22,7.3,8.2
"02336360",2011-05-21 01:30:00,10,"X",20.9,7.2,7.9
"02337170",2011-05-11 01:45:00,4000,"A",20,6.8,8.5
"02203655",2011-05-03 05:30:00,11,"A",21,7.1,6.2
"02337170",2011-05-18 20:15:00,4320,"A",13.6,6.9,10
"02336313",2011-05-18 07:45:00,0.98,"A",14.2,7.2,7.2
"02203700",2011-05-04 18:45:00,24,"A",20.8,7,7.4
"02203700",2011-05-03 21:00:00,6.7,"A",22.3,7.2,9.8
"02336300",2011-05-20 22:45:00,24,"A",23.3,7.5,8.9
"02336240",2011-05-10 13:30:00,11,"A",19.7,7.2,7.8
"02336526",2011-05-26 06:15:00,3.5,"A",23.5,7.6,6.3
"02336728",2011-05-13 10:00:00,12,"A",20.9,7.1,7.3
"02336120",2011-05-09 07:00:00,16,"A e",18.9,7.1,7.8
"02336526",2011-05-18 22:15:00,3.6,"A e",17.4,8.9,12.8
"02336410",2011-05-15 21:15:00,16,"A",19,7.4,9
"02203700",2011-05-12 15:15:00,5.1,"X",21.9,7.1,8.8
"02203655",2011-05-30 10:00:00,10,"X",22.8,6.8,6.4
"02336120",2011-05-25 00:00:00,9.9,"A",25.1,7.2,7.5
"02336526",2011-05-28 03:00:00,16,"A",22.2,6.9,7.3
"02336120",2011-05-15 14:00:00,13,"X",NA,7.2,7.9
"02336240",2011-05-23 18:30:00,8.5,"A",24.8,7.4,9.8
"02336728",2011-05-20 09:45:00,10,"A",16.2,7.1,8.6
"02203655",2011-05-26 02:00:00,6.8,"A",23.4,6.9,5.5
"02336313",2011-05-29 15:45:00,0.82,"A",22.7,7.4,6.6
"02336240",2011-05-06 02:15:00,14,"X",16.2,7.2,8.3
"02336360",2011-05-14 06:00:00,11,"X",21.8,7,6.9
"02336120",2011-05-29 17:45:00,17,"A",23.7,6.8,7.5
"02336300",2011-05-15 16:45:00,25,"A",19.4,7.6,8.5
"02336526",2011-05-12 07:30:00,3.6,"A",22.8,7.2,6.1
"02336120",2011-05-22 03:15:00,12,"X",NA,7.2,7.2
"02336240",2011-05-22 19:45:00,8.9,"A",25.4,7.4,9.6
"02336728",2011-05-30 12:15:00,16,"A",22.7,7,7.3
"02336313",2011-05-29 07:30:00,0.77,"A",21.6,7.5,5.9
"02336300",2011-05-21 18:15:00,24,"A",23,7.5,9.1
"02203700",2011-05-23 20:30:00,3.9,"A",25.7,7.1,8.9
"02336410",2011-05-01 19:00:00,22,"A",21.3,6.9,8.6
"02336120",2011-05-23 08:15:00,11,"A",21.9,7.1,6.9
"02336313",2011-05-01 07:30:00,1.2,"E",18,7,6.5
"02336240",2011-05-13 03:00:00,10,"A e",22.9,7.1,6.8
"02336526",2011-05-25 13:15:00,3.6,"A",21.3,7.4,6.6
"02203700",2011-05-03 02:00:00,5.8,"A",21.7,7.2,6.9
"02336313",2011-05-18 15:30:00,1,"X",16.5,NA,8.9
"02336728",2011-05-28 04:45:00,49,"E",21.9,6.8,7.4
"02337170",2011-05-29 10:45:00,1780,"X",21.3,6.8,7.4
"02336410",2011-05-28 04:15:00,44,"A",22.6,6.9,6.8
"02336240",2011-05-12 20:15:00,11,"X",25.4,7.3,8.7
"02336360",2011-05-29 04:45:00,8.7,"A",23.3,6.9,NA
"02203655",2011-05-29 10:30:00,13,"A",21.1,6.7,6.6
"02336526",2011-05-01 15:15:00,4.4,"A",17.9,7,8.5
"02336313",2011-05-23 04:15:00,0.87,"A e",22.9,7.1,5.7
"02336360",2011-05-22 21:15:00,9.8,"A",25.4,NA,8.9
"02336120",2011-05-08 05:45:00,17,"A e",17.8,7.2,8.2
"02203700",2011-05-18 18:15:00,4.2,"A",17.7,7,9.2
"02336300",2011-05-16 16:30:00,27,"A",17,7.6,8.7
"02336313",2011-05-13 20:45:00,1,"A",24.4,7.3,8.6
"02336300",2011-05-10 13:00:00,31,"E",20.2,7.3,7.4
"02336360",2011-05-07 10:15:00,14,"A e",15.7,7.1,8.3
"02336360",2011-05-24 18:45:00,9.1,"A",24.8,7.4,9.1
"02336410",2011-05-20 08:45:00,15,"A e",17.5,7.2,8.3
"02336240",2011-05-28 11:30:00,NA,"A e",20.3,7,7.4
"02337170",2011-05-10 13:15:00,2330,"A e",20.3,6.9,7.9
"02336410",2011-05-09 03:30:00,21,"A",19.9,7.1,7.7
"02336360",2011-05-07 17:45:00,14,"A",18.2,7.3,9
"02203655",2011-05-05 23:15:00,13,"A",17.7,7.2,8
"02336526",2011-05-20 01:15:00,3.6,"A e",20,8.9,10.9
"02336526",2011-05-22 03:30:00,3.5,"A",23.1,8.6,7.8
"02336300",2011-05-24 00:15:00,21,"E",25.2,7.5,7.7
"02336313",2011-05-30 10:00:00,0.73,"A",22.5,7.5,5.8
"02336526",2011-05-13 13:00:00,3.6,"A",20.7,7.2,7
"02336360",2011-05-16 05:15:00,11,"A e",17.7,7.1,8
"02203700",2011-05-23 23:30:00,3.7,"A e",25.1,6.9,6.8
"02336300",2011-05-15 09:00:00,26,"A",19.7,7.4,6.9
"02203700",2011-05-18 04:00:00,4.2,"E",15.4,6.8,5.4
"02336240",2011-05-15 21:00:00,10,"A",18.8,NA,8.8
"02336360",2011-05-29 01:30:00,9.4,"A",24.2,6.9,6.4
"02336360",2011-05-28 05:45:00,15,"A e",22.4,6.8,6.7
"02336300",2011-05-26 02:30:00,18,"E",25.2,7.4,6.6
"02336240",2011-05-09 20:15:00,12,"X",22.8,7.3,8.8
"02336120",2011-05-04 20:45:00,45,"A e",18.9,6.8,8.4
"02336526",2011-05-12 02:30:00,3.6,"A",24.9,7.9,7
"02336120",2011-05-03 00:15:00,16,"E",21.9,7.2,7.9
"02336300",2011-05-08 23:45:00,33,"A",20.8,7.3,8.1
"02337170",2011-05-29 18:00:00,1550,"E",22.3,6.9,7.6
"02336313",2011-05-18 00:30:00,1,"A",16.5,7.2,7.9
"02336240",2011-05-03 20:00:00,13,"A",22,7.2,8.1
"02336410",2011-05-10 11:45:00,19,"A",20.4,7,7.5
"02336300",2011-05-19 10:15:00,26,"A",15.3,7.4,8.2
"02336410",2011-05-01 04:45:00,22,"E",19.5,6.8,7.6
"02336240",2011-05-27 12:30:00,1090,"E",19.6,6.6,8.6
"02336728",2011-05-26 07:45:00,7.8,"A",21.9,7,7.1
"02336240",2011-05-30 05:30:00,12,"E",23,7,6.9
"02337170",2011-05-23 17:45:00,1600,"E",21.2,7.1,8.4
"02336313",2011-05-23 09:15:00,0.93,"A",20.8,7.1,5.7
"02203700",2011-05-16 15:45:00,4.6,"E",16.6,7,8
"02336120",2011-05-14 01:00:00,13,"X",23,7.3,7.6
"02336120",2011-05-25 11:30:00,11,"E",21.6,7.1,6.9
"02336313",2011-05-21 07:45:00,0.98,"A",19,7.2,6.7
"02336120",2011-05-11 13:00:00,15,"A",21.1,7.2,7.5
"02203655",2011-05-17 17:45:00,9.2,"A",16,7.1,8.9
"02336240",2011-05-20 16:30:00,9.5,"A",19.2,7.3,9.6
"02336728",2011-05-26 05:30:00,8.2,"A e",22.5,7,7
"02336313",2011-05-16 05:45:00,1,"A e",17.2,7.2,7.6
"02336300",2011-05-02 04:30:00,32,"A",20.7,7.2,7
"02337170",2011-05-27 19:30:00,7180,"X",20.6,6.3,6.3
"02203655",2011-05-31 16:15:00,9.6,"E",22.9,7.4,6.7
"02336120",2011-05-17 19:15:00,14,"A e",16.4,NA,9.4
"02203655",2011-05-27 02:00:00,206,"A e",NA,6.7,7.2
"02336313",2011-05-18 05:15:00,1,"X",15,7.1,7.3
"02203700",2011-05-21 08:30:00,4.9,"X",18.7,6.8,5.2
"02203655",2011-05-19 22:30:00,8.8,"X",17.9,7.1,8.7
"02336728",2011-05-22 18:45:00,9.3,"A",24.6,7.3,9
"02203700",2011-05-17 00:00:00,7,"A e",18.2,7,6.4
"02336360",2011-05-11 06:15:00,12,"A",22.4,7,6.9
"02336410",2011-05-28 00:15:00,56,"A",23,6.9,6.9
"02337170",2011-05-10 04:15:00,1340,"A",21.4,6.9,7.8
"02337170",2011-05-14 08:15:00,4020,"A",14.9,6.9,9.8
"02336120",2011-05-22 08:15:00,11,"A",20.8,7.1,7.1
"02336120",2011-05-02 15:45:00,16,"A",19.7,NA,8.2
"02203655",2011-05-25 20:45:00,7.5,"A",23.4,6.9,6.4
"02203655",2011-05-05 21:00:00,14,"X",17,7.1,8.3
"02336526",2011-05-15 09:15:00,3.6,"A",19.8,7.2,6.6
"02336728",2011-05-16 11:00:00,11,"A",16.7,7.1,8.3
"02336120",2011-05-13 02:45:00,14,"X",23.8,7.2,7.2
"02336360",2011-05-08 21:15:00,13,"X",19.9,7.3,8.9
"02337170",2011-05-29 22:30:00,1470,"X",23.9,NA,7.6
"02336526",2011-05-07 05:00:00,4.8,"E",17.6,7.1,7.9
"02336120",2011-05-08 00:00:00,17,"A",19.4,7.2,8.5
"02336240",2011-05-06 20:00:00,14,"A e",19.1,7.2,8.9
"02203655",2011-05-25 23:45:00,7.2,"A",23.4,7,6
"02336120",2011-05-04 23:45:00,38,"A",18.2,6.7,8.2
"02336240",2011-05-04 20:15:00,27,"A",18.5,7,8.5
"02337170",2011-05-03 14:15:00,5800,"A",15.4,NA,NA
"02337170",2011-05-24 01:00:00,2150,"A",21.6,6.9,8.3
"02203655",2011-05-18 11:45:00,9.2,"A",14.2,7,8.6
"02336360",2011-05-02 21:30:00,NA,"A",22.3,7.2,8.6
"02336300",2011-05-07 23:30:00,32,"E",19.8,7.3,8.2
"02336240",2011-05-09 21:30:00,NA,"E",22.6,7.3,8.5
"02336410",2011-05-01 15:45:00,22,"A",18.7,6.8,8.4
"02336526",2011-05-19 13:45:00,3.8,"A e",14.4,7.5,8.9
"02203655",2011-05-31 14:00:00,9.6,"A",22.5,7.4,6.6
"02336360",2011-05-30 17:15:00,6.6,"A e",25,7,7.6
"02336240",2011-05-16 07:15:00,10,"E",17,7.3,7.9
"02336313",2011-05-17 22:30:00,1,"A e",16.8,7.2,8.6
"02336240",2011-05-30 02:30:00,12,"A",23.7,7,6.9
"02337170",2011-05-15 04:45:00,4140,"A",14.4,6.8,9.9
"02336313",2011-05-19 14:00:00,1.1,"X",15.2,7.2,8.6
"02336526",2011-05-26 00:15:00,3,"A",25.5,9,10.9
"02203700",2011-05-02 11:00:00,6.1,"E",18.3,7,6.4
"02336120",2011-05-11 03:00:00,15,"A",23,7.2,7.3
"02203700",2011-05-21 00:15:00,5.3,"A",22.7,6.9,6.2
"02337170",2011-05-11 10:15:00,2730,"E",17.3,6.8,9.2
"02203700",2011-05-06 00:00:00,5.6,"X",19.4,6.6,6.2
"02336360",2011-05-08 19:30:00,13,"A",19.8,7.3,9
"02337170",2011-05-31 17:00:00,1270,"A",24.2,6.9,7.1
"02336120",2011-05-28 14:30:00,29,"A",21.5,6.8,7.3
"02336410",2011-05-20 02:45:00,15,"A e",18.3,7.3,8.5
"02337170",2011-05-02 13:15:00,2760,"A e",15.6,6.9,9.7
"02336313",2011-05-16 20:00:00,2.3,"A e",17.8,7.4,9.3
"02337170",2011-05-28 18:00:00,2350,"E",21,6.8,7.6
"02336240",2011-05-17 17:15:00,11,"A e",16.4,7.4,10
"02336313",2011-05-06 06:30:00,1.2,"A",15.2,7,8.1
"02336526",2011-05-01 11:45:00,4.4,"A",17.4,6.9,7.3
"02203700",2011-05-25 05:15:00,3.7,"A",22.6,6.8,4.3
"02203655",2011-05-08 01:15:00,11,"X",19.3,7.1,7
"02337170",2011-05-03 15:00:00,6190,"X",15.4,6.8,9.6
"02336120",2011-05-21 06:00:00,12,"E",19.9,6.8,NA
"02336120",2011-05-02 05:45:00,16,"A",19.9,7.1,7.6
"02336360",2011-05-06 17:45:00,14,"A",17.4,7.2,9
"02336526",2011-05-27 14:15:00,58,"A",20,6.8,7.9
"02203700",2011-05-07 00:30:00,5.3,"A",19.6,7,6.2
"02336526",2011-05-26 00:00:00,3,"X",25.6,9,11
"02337170",2011-05-07 09:15:00,5990,"A",14.1,6.9,10
"02203700",2011-05-10 05:00:00,5.1,"A",21.3,7.3,3.6
"02336240",2011-05-06 00:30:00,14,"A",16.8,7.2,8.4
"02336120",2011-05-11 09:30:00,15,"A",21.4,7.1,7.2
"02203655",2011-05-30 00:45:00,11,"A",24.1,6.6,6.3
"02336120",2011-05-05 23:15:00,22,"E",17.8,7,8.7
"02336300",2011-05-23 22:45:00,21,"A",25.8,7.5,8.3
"02203655",2011-05-21 02:30:00,8.2,"A",20.6,7,7
"02203655",2011-05-30 11:30:00,10,"E",22.5,6.8,6.5
"02336360",2011-05-12 12:15:00,11,"A",21.2,7,7.2
"02336360",2011-05-06 14:30:00,14,"A",15,7.1,8.6
"02336120",2011-05-24 23:00:00,9.9,"A",25.3,7.2,7.8
"02203700",2011-05-07 01:30:00,5.3,"A e",19,7,6
"02336120",2011-05-02 12:45:00,16,"A",19,7,7.8
"02337170",2011-05-30 14:45:00,1340,"A",22.6,6.9,7.2
"02336360",2011-05-25 19:45:00,8.4,"E",25.9,7.4,8.9
"02336526",2011-05-08 17:30:00,4.6,"A e",19.1,7.4,10.6
"02203655",2011-05-07 14:30:00,11,"X",15.3,7.2,7.6
"02336360",2011-05-06 05:45:00,15,"E",16.4,7,8.1
"02336240",2011-05-29 16:00:00,14,"E",22.8,7,NA
"02337170",2011-05-26 14:15:00,1740,"A e",20.6,7.1,8.4
"02336728",2011-05-22 01:30:00,9.7,"A e",22.4,7.2,7.6
"02336120",2011-05-28 08:30:00,37,"A e",21.5,6.7,7
"02336360",2011-05-03 20:30:00,14,"A",22.1,7.2,8.4
"02336410",2011-05-17 13:15:00,16,"A",15.4,7.2,8.9
"02336526",2011-05-05 04:45:00,6.7,"A",16.4,6.9,8
"02336240",2011-05-11 09:00:00,11,"A",20.9,7.1,7.2
"02203700",2011-05-11 05:45:00,4.6,"A e",22.1,7.4,3.5
"02336120",2011-05-26 00:00:00,10,"E",25.6,7.2,7.5
"02336240",2011-05-31 03:15:00,11,"E",24.3,7,6.7
"02337170",2011-05-21 00:45:00,4700,"A",16.3,6.8,9.5
"02336728",2011-05-15 04:00:00,12,"X",20.3,7.2,7.7
"02336526",2011-05-13 04:15:00,3.6,"A",24,7.7,6.4
"02336410",2011-05-27 03:15:00,160,"A",NA,6.8,6.3
"02337170",2011-05-17 20:45:00,3090,"X",15.2,7,9.4
"02203655",2011-05-27 04:00:00,133,"A",21.3,6.6,7
"02336526",2011-05-04 05:00:00,112,"X",16.9,6.4,8.5
"02203700",2011-05-08 04:15:00,5.1,"X",18.5,7.1,4.1
"02203700",2011-05-06 14:15:00,6.1,"A",15.2,7.1,7.9
"02203655",2011-05-21 09:45:00,7.8,"A",19.1,7,6.8
"02203655",2011-05-21 20:45:00,8.5,"A",21.1,7,7.8
"02337170",2011-05-27 12:45:00,5760,"A e",20.7,6.5,6.4
"02203700",2011-05-11 06:45:00,NA,"E",21.6,7.4,3.3
"02336240",2011-05-28 11:15:00,24,"X",20.3,7,7.4
"02336728",2011-05-17 16:30:00,12,"E",16.6,7.2,9.6
"02336120",2011-05-22 13:45:00,11,"A",20.4,7.2,7.5
"02337170",2011-05-26 23:15:00,1720,"A e",21.7,7.2,8.6
"02336360",2011-05-27 00:15:00,49,"A",22.2,6.9,7.5
"02336360",2011-05-15 15:45:00,10,"X",19.2,7.2,9
"02336300",2011-05-19 03:00:00,27,"A",16.7,7.5,8.4
"02336300",2011-05-07 19:45:00,NA,"E",20.2,7.3,8.6
"02336120",2011-06-01 03:45:00,12,"E",25.6,7,6.6
"02336240",2011-05-02 11:00:00,13,"A",18.7,7.2,7.6
"02336526",2011-05-05 19:45:00,5.5,"A",NA,7.2,10.3
"02336300",2011-05-24 23:30:00,20,"A e",26.1,7.5,7.9
"02337170",2011-05-28 22:45:00,2630,"A e",21.8,6.8,7.5
"02203655",2011-05-30 06:45:00,10,"A",23.8,6.7,5.8
"02336240",2011-05-11 05:30:00,11,"A",21.6,7.1,7
"02336410",2011-05-05 21:30:00,28,"E",17.4,7.1,8.9
"02336360",2011-05-27 01:30:00,209,"A",22.6,6.7,6.8
"02336410",2011-05-08 00:45:00,22,"A",18.9,7.1,8.2
"02336360",2011-05-05 09:30:00,18,"A e",15.7,6.9,8.3
"02203655",2011-05-30 16:45:00,10,"A e",22.7,6.9,6.8
"02336300",2011-05-16 12:00:00,25,"A",16.8,7.5,7.8
"02203700",2011-05-12 22:15:00,4.4,"A e",26.4,7.2,9.1
"02203700",2011-05-10 07:30:00,4.6,"A",20.2,7.3,3.3
"02336313",2011-05-28 09:30:00,0.98,"A",20.1,7.3,6.3
"02336313",2011-05-23 05:00:00,0.93,"A",22.5,7.1,5.8
"02337170",2011-05-18 00:15:00,3410,"A",14.9,7,9.5
"02336360",2011-05-30 23:30:00,6.6,"A",26.5,7,7
"02336313",2011-05-06 17:15:00,1.2,"A",17.9,7.1,9.6
"02203700",2011-05-26 23:00:00,6.4,"A",22.2,6.9,6.8
"02336300",2011-05-16 20:00:00,31,"A e",18.9,7.6,9.3
"02336240",2011-05-21 19:15:00,9.2,"E",23.7,7.5,9.9
"02336360",2011-05-13 23:15:00,11,"A",23.2,7.3,8.3
"02336360",2011-05-11 07:30:00,12,"A",NA,7,6.9
"02337170",2011-05-08 22:45:00,1410,"E",18.6,6.9,8.6
"02336410",2011-05-17 22:15:00,16,"X",16.2,7.4,9.8
"02336410",2011-05-26 23:15:00,17,"A e",23.9,7.2,7.3
"02203700",2011-05-08 03:45:00,5.1,"E",18.8,7.1,4
"02336240",2011-05-18 22:00:00,9.9,"X",17.3,7.4,9.7
"02336300",2011-05-12 21:15:00,27,"A",26.4,7.5,8.6
"02336240",2011-06-01 00:15:00,10,"A",25.7,7.1,7
"02203655",2011-05-18 01:15:00,9.2,"A",15.9,7.1,8.5
"02336526",2011-05-28 14:15:00,9.5,"A e",20.1,7.1,8
"02336360",2011-05-16 09:15:00,11,"A",17.2,7.1,8.1
"02336313",2011-05-05 23:15:00,1.2,"A",18.5,7,8
