"site_no","dateTime","Flow_Inst","Flow_Inst_cd","Wtemp_Inst","pH_Inst","DO_Inst"
"02336360",2011-05-07 18:30:00,13,"A e",18.9,7.3,9
"02336313",2011-05-07 23:30:00,NA,"A",NA,7.2,7.9
"02203700",2011-05-02 01:45:00,6.1,"A e",21.5,7,7.1
"02336728",2011-05-13 15:30:00,12,"X",22.4,7.2,8.3
"02336526",2011-05-12 07:15:00,3.6,"A",22.9,7.2,6.1
"02336300",2011-05-11 16:15:00,29,"E",23,7.4,8.4
"02336728",2011-05-29 09:30:00,21,"A",21.9,7,7.4
"02336410",2011-05-09 23:30:00,20,"A e",21.9,NA,7.9
"02337170",2011-05-13 23:45:00,6210,"A",14.7,6.7,9.9
"02336120",2011-05-15 16:00:00,13,"A",18.9,7.3,8.3
"02337170",2011-05-11 19:00:00,2860,"A",18.7,6.9,NA
"02336360",2011-05-03 22:00:00,17,"E",21.3,7.2,7.9
"02337170",2011-05-04 13:45:00,6190,"A",15.6,6.7,8.8
"02336728",2011-05-21 03:45:00,10,"A",19.6,7.1,7.9
"02203655",2011-05-26 15:00:00,6.8,"A",22.1,6.9,5.9
"02336728",2011-05-18 01:00:00,11,"E",15.7,7.1,9
"02203655",2011-05-18 07:00:00,8.8,"E",15.2,7,8.1
"02336313",2011-05-19 05:00:00,1,"E",15.9,7.2,7.3
"02336240",2011-05-02 01:30:00,13,"E",20.4,7.1,7.4
"02337170",2011-05-15 07:30:00,3250,"A e",14.7,6.9,9.8
"02336526",2011-05-24 15:15:00,3.1,"A",21.8,7.6,8.3
"02203655",2011-05-04 14:00:00,39,"A",15.9,NA,8.1
"02336300",2011-05-08 12:30:00,33,"A",16.8,7.3,6.9
"02203655",2011-05-27 09:30:00,1290,"X",19.8,6.3,8.9
"02203700",2011-05-08 10:15:00,5.1,"A",16.3,7.1,5.3
"02336300",2011-05-09 11:00:00,31,"A",18.8,7.3,7.4
"02203655",2011-05-26 21:00:00,7.5,"A",23.4,7,6.1
"02336313",2011-05-18 00:45:00,1,"A",16.4,7.2,7.8
"02336313",2011-06-01 02:00:00,NA,"A e",25.9,7.3,5
"02203700",2011-05-16 05:30:00,4.2,"A e",17.2,6.9,4.7
"02336410",2011-05-04 23:30:00,49,"X",18.5,6.9,8.2
"02337170",2011-05-31 21:45:00,1260,"A",26,7,7.5
"02336240",2011-05-07 01:00:00,13,"A e",17.5,7.2,8.2
"02336313",2011-05-11 10:15:00,1,"E",20.5,7.2,6.5
"02336360",2011-05-18 12:30:00,11,"E",13.8,7.1,9.2
"02337170",2011-05-09 02:45:00,1390,"X",18.8,6.9,8.3
"02337170",2011-05-27 00:45:00,1720,"A",21.4,7.1,8.5
"02203655",2011-05-02 11:30:00,11,"X",18.8,7.1,6.8
"02336313",2011-05-09 15:00:00,1.1,"A",20.3,7.2,8.8
"02336410",2011-05-19 23:15:00,15,"X",18.9,7.4,9.5
"02203700",2011-05-26 18:30:00,3.7,"A",24.6,7.1,9
"02336526",2011-05-24 07:15:00,3.8,"E",22.5,7.6,6.5
"02336728",2011-05-22 19:15:00,9.3,"A",24.9,7.3,8.9
"02337170",2011-05-21 01:15:00,4670,"X",16.2,6.7,9.5
"02336410",2011-05-13 10:30:00,17,"A",21.7,7.1,7.2
"02336300",2011-05-14 14:00:00,27,"X",21,7.4,7.3
"02203700",2011-05-19 03:30:00,4,"A e",16.7,6.8,5.4
"02337170",2011-05-26 21:30:00,1710,"X",21.9,7.2,8.7
"02336410",2011-05-15 14:15:00,16,"A e",19,7.2,8.1
"02336360",2011-05-21 23:45:00,9.8,"A",23.1,7.3,8
"02336120",2011-05-06 02:30:00,21,"E",16.9,7,8.5
"02336240",2011-05-16 18:45:00,10,"E",17.8,7.4,9.6
"02203700",2011-05-13 12:00:00,4.4,"X",19.9,6.9,4.9
"02337170",2011-05-28 01:15:00,5320,"A",20.6,6.5,7.1
"02203700",2011-05-05 14:00:00,22,"A",16.6,6.6,7.2
"02336410",2011-05-26 23:45:00,34,"A",23.5,NA,7.1
"02336526",2011-05-07 21:30:00,4.8,"E",21,7.7,NA
"02336360",2011-05-15 23:00:00,11,"A",18.8,7.3,8.9
"02336360",2011-05-27 17:00:00,39,"X",21.7,6.7,NA
"02337170",2011-05-15 21:15:00,2050,"E",15.9,6.9,9.3
"02336120",2011-05-30 08:00:00,15,"A",23.6,6.9,6.7
"02336360",2011-05-13 11:00:00,11,"A",21.2,7,7
"02336360",2011-05-26 17:45:00,8.4,"A",24.3,7.3,8.5
"02336313",2011-05-01 14:45:00,1.1,"X",18.6,7.1,8
"02336120",2011-05-08 07:30:00,17,"X",17.5,7.2,8.2
"02336313",2011-05-10 03:30:00,1.2,"A e",22,7.2,6.6
"02203655",2011-05-17 17:00:00,9.6,"X",15.8,7.1,8.9
"02336300",2011-05-24 11:30:00,21,"A",NA,7.4,6.6
"02203655",2011-05-22 03:45:00,7.8,"A e",21.8,7,6.6
"02336360",2011-05-27 07:00:00,73,"A",21.8,6.6,7
"02336240",2011-05-08 05:15:00,13,"E",17.3,7.2,8
"02336526",2011-05-02 14:30:00,4.2,"E",19,7,8
"02203655",2011-05-29 02:30:00,14,"E",23.6,6.5,6.3
"02336526",2011-05-30 10:45:00,5.2,"A",22.8,7.2,7
"02336120",2011-05-16 13:45:00,13,"A e",16.7,7.2,8.3
"02203700",2011-05-05 04:15:00,24,"A",17.1,6.7,7.1
"02336360",2011-05-04 08:30:00,76,"A",NA,6.7,8.2
"02336360",2011-05-26 13:15:00,8.4,"X",22.4,7.1,6.8
"02336313",2011-05-05 14:30:00,1.4,"A",14.3,7,9.2
"02203700",2011-05-07 23:30:00,5.1,"A",21.1,7.1,4.6
"02336360",2011-05-27 00:30:00,51,"E",22.1,6.9,7.5
"02336313",2011-05-06 08:00:00,1.2,"X",14.7,7,8.3
"02336300",2011-05-22 03:30:00,23,"A e",22.5,7.3,7
"02203700",2011-05-11 13:45:00,4.6,"A",20.6,7.4,6.6
"02336526",2011-05-15 13:00:00,3.6,"A",18.6,7.2,7.2
"02336526",2011-05-17 14:00:00,3.8,"A",15.1,7.2,8.8
"02336240",2011-05-27 14:15:00,455,"A e",19.7,6.7,8.4
"02337170",2011-05-18 21:00:00,4500,"E",13.6,6.9,10
"02336313",2011-05-17 21:00:00,1,"X",16.9,7.2,8.8
"02336728",2011-05-17 11:00:00,13,"E",15.4,7.1,8.7
"02336410",2011-05-19 13:45:00,15,"A",14.8,7.2,9.3
"02336120",2011-05-23 01:30:00,NA,"E",24.1,7.2,7.2
"02336120",2011-05-02 16:30:00,16,"A",19.9,NA,8.4
"02203700",2011-05-18 11:45:00,4.2,"A",13.5,6.8,5.6
"02203655",2011-05-27 19:00:00,93,"E",21.2,6.4,7.6
"02336300",2011-05-15 19:30:00,26,"A e",19.5,7.6,8.8
"02336313",2011-05-20 07:15:00,0.98,"E",17.2,7.2,7
"02336120",2011-05-26 01:45:00,11,"X",25,7.1,7
"02336120",2011-05-29 15:30:00,17,"A",22.4,6.9,7.3
"02203700",2011-05-08 23:00:00,4.9,"A",22.2,7.2,5.6
"02336300",2011-05-25 05:45:00,20,"A",23.5,7.4,6.3
"02336360",2011-05-14 05:00:00,11,"A e",22,7,6.9
"02336240",2011-05-02 17:30:00,13,"A",21.1,7.2,8.7
"02203700",2011-05-25 16:30:00,3.7,"A",23,7,8.1
"02203700",2011-05-23 00:30:00,3.7,"A",24.9,6.8,5.1
"02336240",2011-05-08 12:30:00,12,"E",16.3,7.2,8.2
"02336120",2011-05-15 16:45:00,13,"A",18.9,7.3,8.4
"02336120",2011-05-27 17:45:00,156,"E",21.2,NA,NA
"02336240",2011-05-20 14:30:00,9.5,"E",17.1,7.3,8.8
"02336120",2011-05-23 16:30:00,11,"A",22.2,7.1,7.6
"02203655",2011-05-04 05:30:00,194,"E",18,7,7.9
"02203700",2011-05-16 02:45:00,4.2,"A e",17.8,6.9,4.9
"02337170",2011-05-23 19:30:00,1760,"A",22,7.1,8.5
"02203655",2011-05-23 08:00:00,7.5,"A",21.9,6.9,5.9
"02336360",2011-05-21 03:15:00,10,"A",NA,7.1,7.5
"02336120",2011-05-29 05:30:00,20,"A e",22.8,6.8,6.8
"02337170",2011-05-25 09:15:00,1980,"E",20.4,7,8.6
"02336728",2011-05-22 03:30:00,9.7,"A e",21.2,7.1,7.6
"02336240",2011-05-30 14:30:00,12,"A",22.7,7.1,7.4
"02336728",2011-05-24 13:30:00,8.9,"A",20.9,7.1,7.8
"02336313",2011-05-11 16:15:00,1,"A",23.6,7.2,8.8
"02336526",2011-05-17 12:30:00,4,"A",15.1,NA,8
"02203700",2011-05-24 10:30:00,3.7,"A",20.6,6.8,4.4
"02336120",2011-05-07 20:45:00,18,"A",19.5,7.2,9
"02336240",2011-05-07 11:15:00,13,"E",15,7.2,8.5
"02336526",2011-05-15 10:15:00,3.6,"A",19.4,7.2,6.6
"02336300",2011-05-03 03:30:00,31,"X",21.5,7.3,7
"02336300",2011-05-19 14:15:00,26,"E",15.6,7.5,8.9
"02336240",2011-05-15 11:15:00,9.9,"A e",18.5,7.2,7.4
"02337170",2011-05-22 03:00:00,3330,"A",17.3,6.8,9.3
"02336410",2011-05-31 03:30:00,13,"A",24.9,7,6.5
"02336313",2011-05-14 02:30:00,0.93,"X",22.8,7.2,6.7
"02336313",2011-05-17 01:00:00,1.3,"A",NA,7.3,8.2
"02337170",2011-05-22 09:30:00,2450,"A",16.7,6.9,9.6
"02337170",2011-05-20 19:00:00,2970,"A",NA,6.9,9.5
"02337170",2011-05-16 14:15:00,1540,"A e",16.3,7,8.7
"02337170",2011-05-30 08:45:00,1400,"A",23.1,6.8,7
"02336240",2011-05-08 14:15:00,12,"X",16.8,7.2,8.5
"02336313",2011-05-01 19:00:00,1,"A",22.5,7.1,8.3
"02336728",2011-05-21 02:30:00,10,"A e",20.3,7.1,7.9
"02336728",2011-05-20 09:00:00,10,"A e",16.2,7.1,8.6
"02337170",2011-05-22 15:30:00,1710,"E",16.9,6.9,9.4
"02336240",2011-05-22 14:45:00,8.9,"A",20.5,7.3,8.4
"02203655",2011-05-24 04:15:00,7.5,"A",22.9,7,NA
"02336240",2011-05-13 18:30:00,11,"E",24.6,7.3,9.2
"02203700",2011-05-15 07:45:00,4.4,"A e",19.2,6.9,4.6
"02336120",2011-05-11 21:45:00,15,"A",25.1,7.4,NA
"02203700",2011-05-04 21:45:00,25,"X",NA,6.8,7.1
"02336410",2011-05-12 07:15:00,NA,"E",22.6,7.1,7
"02336360",2011-05-08 17:30:00,13,"X",18.8,7.3,9
"02336300",2011-05-22 19:30:00,23,"X",25.9,7.5,9
"02336120",2011-05-13 09:00:00,13,"A",21.8,7.1,7
"02336313",2011-05-12 13:15:00,1,"E",20.8,7.2,7.5
"02203700",2011-05-16 19:45:00,7.9,"A",18.9,7.2,10.2
"02336240",2011-05-27 21:00:00,64,"E",21.8,6.9,7.7
"02336240",2011-05-19 02:30:00,9.9,"E",16.1,7.3,8.4
"02336360",2011-05-07 01:15:00,14,"X",18.3,7.2,8.2
"02336240",2011-05-11 04:45:00,11,"A",21.8,7.1,6.9
"02336410",2011-05-15 15:15:00,16,"A",19.1,7.3,8.4
"02203700",2011-05-08 09:15:00,4.9,"A",NA,7.1,5
"02203700",2011-05-13 07:30:00,4.4,"A",21.2,6.8,NA
"02336526",2011-05-12 12:30:00,3.8,"A",21,7.1,6.8
"02336120",2011-05-06 03:45:00,21,"A e",16.6,7,8.5
"02336313",2011-05-21 00:00:00,0.93,"E",22.1,7.2,7
"02337170",2011-05-05 00:15:00,7180,"A",14.8,6.7,9.7
"02336120",2011-05-05 06:00:00,30,"A",16.4,6.8,8.3
"02336526",2011-05-16 09:15:00,3.6,"E",16.9,NA,7.5
"02336120",2011-05-29 18:00:00,17,"X",23.9,6.8,7.5
"02336526",2011-05-23 13:30:00,3.6,"A e",21.1,7.5,7.1
"02336526",2011-05-15 14:00:00,3.6,"A e",18.6,7.2,7.7
"02336360",2011-05-20 22:30:00,10,"A",21.9,7.4,9.1
"02336120",2011-05-26 10:00:00,9.1,"E",22.6,7.1,6.7
"02337170",2011-05-10 01:15:00,1350,"X",21.6,6.9,8
"02336240",2011-05-03 01:45:00,13,"E",20.9,7.2,7.3
"02336410",2011-05-26 16:30:00,11,"E",23.3,7.3,8.2
"02336410",2011-05-08 18:45:00,21,"A e",20,7.2,8.8
"02203700",2011-05-08 09:45:00,5.1,"A e",16.5,NA,5.1
"02336240",2011-05-08 03:00:00,13,"A",17.9,7.2,7.9
"02203700",2011-05-17 07:30:00,4.6,"A",15.7,6.9,5.4
"02336240",2011-05-23 00:30:00,8.5,"A",23.7,7.2,7.2
"02336410",2011-05-03 23:15:00,79,"A",20.6,6.8,7.2
"02336410",2011-05-25 10:45:00,13,"A",21.9,7.2,7
"02203655",2011-05-21 09:30:00,7.8,"E",NA,7,6.8
"02203700",2011-05-18 00:00:00,4.4,"A",16.4,6.9,6.7
"02336313",2011-05-11 20:30:00,0.98,"E",25.3,7.3,7.8
"02336360",2011-05-31 03:30:00,6.3,"A e",25.1,6.9,6.6
"02336526",2011-05-02 21:45:00,4.2,"X",23.6,7.5,9.9
"02336120",2011-05-15 01:30:00,13,"A",21.8,7.2,7.6
"02203700",2011-05-14 09:30:00,4.4,"A",20.4,6.8,4.4
"02336360",2011-05-29 10:30:00,8.4,"E",22,6.9,6.6
"02336120",2011-05-20 23:30:00,12,"E",21.8,6.9,8.3
"02336300",2011-05-17 12:30:00,27,"A",15.3,7.5,8.1
"02203700",2011-05-16 21:45:00,11,"A",19.4,7.1,3.3
"02336240",2011-05-05 21:45:00,15,"A e",17.5,7.2,8.8
"02336360",2011-05-22 10:30:00,9.8,"A",20.5,7.1,7
"02336410",2011-05-20 06:00:00,15,"A",17.8,7.2,8.3
"02336240",2011-05-01 14:30:00,13,"A",17.9,7.2,8.2
"02336300",2011-05-14 08:30:00,27,"X",21.6,7.4,6.7
"02336300",2011-05-01 05:45:00,34,"A e",19.7,7.2,7
"02203700",2011-05-14 23:15:00,4.4,"E",22.6,7,6.4
"02336240",2011-05-07 06:45:00,13,"X",15.8,7.2,8.3
"02336313",2011-05-05 06:00:00,1.3,"A",15,6.9,7.6
"02336300",2011-05-17 01:00:00,28,"X",17.6,7.6,8.3
"02336728",2011-05-28 11:00:00,40,"A",20.7,6.8,7.7
"02336313",2011-05-17 00:15:00,1.4,"A",17.3,7.4,8.4
"02336240",2011-05-22 18:00:00,9.2,"A",24.3,7.4,9.7
"02337170",2011-05-03 20:45:00,7100,"E",13.2,6.8,10.6
"02336120",2011-05-28 19:45:00,25,"A",24.3,6.8,7.3
"02336526",2011-05-17 16:00:00,3.8,"A e",15.6,7.4,10.3
"02336120",2011-05-12 23:00:00,14,"X",25,7.3,8.2
"02336526",2011-05-26 11:15:00,3,"X",22.5,7.4,5.8
"02336240",2011-05-15 19:30:00,10,"A e",19.1,7.4,9.1
"02336526",2011-05-19 06:00:00,3.6,"A",16.1,7.9,8.5
"02336728",2011-05-14 04:15:00,12,"E",21.1,7.2,7.5
"02203700",2011-05-21 07:30:00,4.9,"A",19.1,6.8,5.1
"02336300",2011-05-09 22:15:00,31,"A",23.6,7.3,8.4
"02336120",2011-05-06 00:30:00,22,"A",17.6,7,8.6
"02336360",2011-05-16 17:00:00,11,"X",17.6,7.3,9.8
"02336240",2011-05-12 13:30:00,11,"A",21,7.2,7.6
"02203700",2011-05-18 01:00:00,4.6,"A",16.1,6.9,6.2
"02203655",2011-05-23 22:45:00,8.2,"A e",22.9,7,6.9
"02336313",2011-05-21 03:15:00,0.93,"X",20.8,7.1,6.4
"02336240",2011-05-14 15:30:00,10,"A",21,7.2,8.2
"02336410",2011-05-21 12:30:00,14,"E",19,7.2,7.9
"02336360",2011-05-24 16:00:00,8.7,"A e",22.4,7.2,8.1
"02203700",2011-05-14 09:15:00,4.4,"A",20.5,6.8,4.4
"02336240",2011-05-22 20:45:00,8.9,"A",25.2,7.4,9
"02336313",2011-05-10 14:15:00,1,"A e",20.7,7.2,NA
"02336300",2011-05-20 18:45:00,25,"A",21.8,7.6,9.4
"02336240",2011-05-18 10:45:00,11,"A",13.6,7.3,8.7
"02337170",2011-05-23 03:00:00,1410,"E",20.1,6.8,8.6
"02337170",2011-05-15 12:45:00,2250,"A",15.2,6.9,9.6
"02336120",2011-05-21 01:15:00,12,"A",21.3,7,7.8
"02337170",2011-05-23 02:30:00,1410,"A",20.1,6.8,8.6
"02336410",2011-05-31 23:15:00,12,"A",26.6,7.2,7.1
"02336410",2011-05-13 07:15:00,17,"A e",22.4,7.1,6.7
"02336300",2011-05-10 03:15:00,31,"A",21.8,7.3,7.2
"02336526",2011-05-31 10:30:00,4.8,"A",22.8,7.1,NA
"02336313",2011-05-28 10:15:00,0.98,"A",20,7.3,6.3
"02337170",2011-05-31 06:30:00,1270,"A e",24.8,6.8,6.9
"02336240",2011-05-13 13:30:00,10,"A",20.9,7.2,7.6
"02203655",2011-05-17 07:30:00,9.6,"A e",16.4,7.1,8.1
"02337170",2011-05-28 09:30:00,2960,"A",20.3,6.6,7.3
"02203700",2011-05-07 11:30:00,5.3,"X",14.6,7.1,6.7
"02336728",2011-05-23 20:00:00,9.3,"A",25.2,7.3,8.9
"02336313",2011-05-20 12:45:00,1,"E",16.2,7.2,7.5
"02336360",2011-05-15 07:00:00,11,"E",20.3,7.1,7.2
"02336360",2011-05-31 21:15:00,6,"E",27.4,7.2,7.9
"02336728",2011-05-02 12:15:00,15,"X",19.5,7,7.8
"02336240",2011-05-30 21:00:00,11,"A e",26.1,7.1,NA
"02203700",2011-05-22 23:30:00,3.9,"A",25.4,6.9,6.1
"02336240",2011-05-16 23:15:00,10,"E",17.3,7.4,8.9
"02336526",2011-05-19 11:45:00,3.6,"A",14.4,7.5,8.2
"02336240",2011-05-21 01:45:00,9.2,"A e",20.4,7.2,7.4
"02336410",2011-05-01 17:15:00,22,"A",19.9,6.9,8.5
"02336526",2011-05-14 19:00:00,3.8,"X",22.8,7.7,10.9
"02336313",2011-05-20 22:45:00,0.93,"X",22.3,7.2,7.1
"02336360",2011-05-02 16:00:00,14,"A",19.7,7.1,8.5
"02336526",2011-05-26 03:30:00,4.6,"E",24.6,8.2,7.1
"02203655",2011-05-23 18:45:00,7.8,"A",22.7,7,7.4
"02336526",2011-05-07 20:00:00,4.8,"A",20.2,7.6,10.9
"02336240",2011-05-09 00:15:00,12,"A",20,7.2,7.9
"02203700",2011-05-08 16:00:00,5.1,"A",19.1,7.3,NA
"02336313",2011-05-08 01:45:00,1,"A",19.4,7.2,7.5
"02336360",2011-05-11 09:15:00,12,"X",21.7,6.9,7.1
"02336120",2011-05-23 18:15:00,11,"X",23.1,7.2,7.9
"02336240",2011-05-15 02:30:00,10,"X",NA,7.2,7.1
"02336120",2011-05-21 00:00:00,12,"A",21.7,7,8.2
"02337170",2011-05-24 16:00:00,2870,"A",20.6,NA,8.6
"02336120",2011-05-25 05:30:00,9.6,"A e",23.4,NA,6.7
"02336410",2011-05-20 02:30:00,15,"A",18.3,7.3,8.6
"02336410",2011-05-14 09:45:00,16,"A",21.3,7.1,7.2
"02336300",2011-05-23 08:30:00,22,"A",22.4,NA,6.6
"02336300",2011-05-07 02:45:00,38,"A",17.4,7.3,8
"02336410",2011-05-03 04:15:00,21,"E",NA,6.8,6.8
"02336360",2011-05-18 06:45:00,10,"A",NA,7.1,8.9
"02336360",2011-05-01 22:00:00,14,"A e",21.8,7.2,8.6
"02336313",2011-05-23 04:45:00,0.87,"E",22.6,7.1,5.9
"02336300",2011-05-22 02:00:00,24,"A",23.1,7.4,7.3
"02336313",2011-05-14 13:30:00,1,"A",NA,7.2,7.5
"02336410",2011-05-16 09:15:00,16,"X",17.2,7.2,8.1
"02336240",2011-05-13 04:00:00,NA,"A",22.6,7.1,6.8
"02203655",2011-05-02 05:30:00,11,"X",20.5,7.1,6.3
"02337170",2011-05-03 12:30:00,4830,"A",15.3,6.9,9.8
"02203700",2011-05-06 08:45:00,5.6,"E",15,NA,6.2
"02336313",2011-05-11 18:00:00,1,"A",25,7.3,8.9
"02203700",2011-05-10 02:00:00,5.1,"X",22.8,7.3,3.7
"02336300",2011-05-21 16:00:00,23,"A",21,7.4,8.5
"02203655",2011-05-06 22:30:00,12,"A",17.9,7.2,7.6
"02203700",2011-05-09 09:45:00,NA,"A",18.2,7.2,4.1
"02337170",2011-05-05 02:00:00,6880,"A",14.5,6.7,NA
"02337170",2011-05-22 22:15:00,1420,"A",19.8,6.9,9
"02336300",2011-05-24 04:15:00,21,"X",23.6,7.4,6.6
"02203655",2011-05-18 21:15:00,9.2,"A",16.1,7.1,9.2
"02203700",2011-05-11 12:00:00,4.6,"A e",19.9,7.4,4.5
"02336360",2011-05-05 07:15:00,19,"A",16.6,6.9,8.1
"02336300",2011-05-10 06:00:00,31,"A",21.2,7.3,7.1
"02337170",2011-05-28 12:30:00,2670,"A",20.2,6.8,7.5
"02336120",2011-05-07 09:00:00,17,"X",16.1,7,8.4
"02336728",2011-05-30 10:15:00,16,"A",NA,7,7.3
"02336410",2011-05-29 16:45:00,17,"E",23.4,7.1,7.6
"02336526",2011-05-04 17:15:00,11,"A e",17.2,6.8,9.3
"02336120",2011-05-18 01:15:00,NA,"E",16,7.3,8.9
"02337170",2011-05-03 05:15:00,3920,"X",15.2,6.8,10
"02336300",2011-05-02 22:30:00,31,"E",22.9,7.3,8
"02336526",2011-05-11 11:15:00,4,"A",20.8,7,6.5
"02337170",2011-05-07 01:15:00,6520,"E",12.9,6.8,10.5
"02336240",2011-05-08 07:45:00,12,"A",16.8,7.2,8.1
"02336300",2011-05-23 03:15:00,22,"X",24,7.3,6.8
"02203655",2011-05-21 12:30:00,8.2,"A e",18.5,7,7.1
"02336410",2011-05-12 17:15:00,17,"A",23.4,7.2,8.3
"02336728",2011-05-27 02:30:00,377,"A",23,6.5,6.2
"02336728",2011-05-23 05:00:00,9.3,"E",21.8,7.1,7.3
"02336300",2011-05-21 17:15:00,23,"A",22,7.4,8.8
"02336120",2011-05-21 23:15:00,12,"X",23.5,7.4,8
"02336526",2011-05-06 21:45:00,5,"E",19.9,7.5,10.2
"02337170",2011-05-23 18:30:00,1650,"X",21.5,7.1,8.5
"02203655",2011-05-28 05:15:00,32,"A",21.3,6.4,7
"02336728",2011-05-13 22:00:00,12,"X",23.8,7.2,8.1
"02336120",2011-05-28 22:00:00,25,"E",25,6.8,7.2
"02336120",2011-05-26 04:30:00,11,"A",24.1,7.1,6.7
"02336526",2011-05-03 10:45:00,4,"X",20,7,6.9
"02336728",2011-05-23 19:15:00,8.9,"A e",24.8,7.3,9
"02336313",2011-05-17 16:00:00,1.1,"X",16.3,7.1,8.4
"02203700",2011-05-12 10:15:00,4.6,"E",20.5,6.8,3.6
"02203700",2011-05-23 15:00:00,3.7,"X",21.3,6.9,6.6
"02336300",2011-05-19 05:15:00,27,"A e",16.2,7.4,8.2
"02203655",2011-05-21 02:15:00,8.2,"A e",20.6,7,7.1
"02203700",2011-05-26 12:45:00,3.7,"A",21.5,6.8,5.2
"02336360",2011-05-08 03:00:00,13,"E",18.6,7.1,8
"02336410",2011-05-15 23:45:00,16,"A e",18.6,NA,8.4
"02336728",2011-05-16 19:00:00,12,"A",17.8,7.2,9.3
"02336526",2011-05-14 15:15:00,3.6,"A",20.6,7.2,8
"02336360",2011-05-25 09:30:00,8.7,"A",22,7.1,NA
"02336526",2011-05-06 02:00:00,5.5,"A",17.9,7.1,8.5
"02336120",2011-05-22 06:45:00,11,"E",21.1,7.2,7.1
"02336360",2011-05-06 10:00:00,15,"E",15.3,7,8.2
"02336313",2011-05-29 13:15:00,0.82,"A",20.7,7.6,6.3
"02203700",2011-05-15 05:15:00,4.2,"A",20.2,6.8,4.3
"02336526",2011-05-07 00:15:00,4.8,"A e",19.9,7.4,9
"02336526",2011-05-05 06:00:00,6.4,"A",15.8,6.9,8.1
"02336526",2011-05-18 01:45:00,3.8,"A",16,8.1,10.3
"02336313",2011-05-29 13:30:00,0.82,"E",20.8,7.5,6.1
"02336313",2011-05-07 03:15:00,1.1,"X",17.4,7.2,7.6
"02203700",2011-05-13 10:00:00,4.4,"A",20.3,6.9,3.9
"02336313",2011-05-10 17:00:00,1,"X",23.6,7.3,9
"02336526",2011-05-27 07:15:00,68,"E",20.4,6.7,7.8
"02336410",2011-05-14 18:45:00,16,"E",22.3,7.4,8.2
"02336526",2011-05-28 04:15:00,14,"A",21.8,7,7.3
"02336120",2011-05-07 18:00:00,18,"A",17.7,7.2,9.1
"02203700",2011-05-26 21:15:00,NA,"A",25,7,7.8
"02336313",2011-05-11 12:00:00,1,"A",20.2,7.2,6.8
"02203655",2011-05-20 02:45:00,8.8,"A",18.5,7,7.8
"02336728",2011-05-14 09:00:00,12,"X",20.4,7.1,7.6
"02203700",2011-05-24 08:45:00,3.7,"E",21.3,6.8,4.3
"02336526",2011-05-10 10:15:00,NA,"A",NA,7,6.9
"02336526",2011-05-21 07:00:00,3.6,"A",20.6,7.8,6.9
"02336240",2011-05-19 03:30:00,9.9,"A",15.8,7.3,8.3
"02336728",2011-05-23 07:30:00,8.9,"A",21,7.1,7.4
"02336240",2011-05-18 00:45:00,11,"A",15.5,7.4,8.7
"02336410",2011-05-18 16:30:00,16,"E",15.2,7.3,10.1
"02336360",2011-05-06 18:00:00,14,"A",17.6,7.2,9
"02336240",2011-05-10 17:00:00,NA,"A",22.6,7.2,8.7
"02336728",2011-05-02 15:45:00,15,"A e",20.6,7.1,8.4
"02336410",2011-05-07 14:15:00,22,"X",15.8,7,8.5
"02337170",2011-05-16 18:00:00,1910,"A e",16.8,7,8.9
"02203655",2011-05-19 14:30:00,8.8,"A e",14.9,7,9
"02337170",2011-05-25 21:45:00,1670,"E",21.3,7.2,9
"02203655",2011-05-22 12:00:00,7.8,"A e",19.9,7,6.8
"02336728",2011-05-15 12:30:00,11,"X",18.8,7.2,7.9
"02337170",2011-05-10 22:15:00,4340,"E",21,6.8,8.3
"02337170",2011-05-25 12:00:00,1730,"A",19.9,NA,8.7
"02336728",2011-05-05 03:00:00,28,"A e",17.4,6.9,8.2
"02336360",2011-05-22 14:45:00,9.8,"A",20.6,NA,7.9
"02337170",2011-05-24 10:15:00,1810,"X",20.2,6.9,8.3
"02336313",2011-05-08 11:15:00,NA,"A",15.9,7.2,7.7
"02336410",2011-05-22 15:30:00,14,"A",21.2,7.2,8.2
"02336120",2011-05-07 11:00:00,17,"A",15.8,7.1,8.5
"02336526",2011-05-29 19:00:00,5.7,"A",24.8,7.3,8.7
"02336360",2011-05-14 22:45:00,11,"A",22.8,7.3,8.3
"02203700",2011-05-18 12:00:00,4.4,"A",13.5,6.8,5.6
"02336410",2011-05-26 04:00:00,11,"X",23.8,7.2,6.7
"02336313",2011-05-14 23:45:00,0.98,"X",22.1,7.2,7.4
"02336120",2011-05-09 12:15:00,16,"A",18.5,7.1,8
"02336360",2011-05-07 13:30:00,14,"A e",15.4,7.1,8.6
"02336410",2011-05-27 04:30:00,248,"E",21.9,6.7,6.2
"02336313",2011-05-30 20:30:00,0.73,"A",26.5,7.3,6.8
"02337170",2011-05-20 13:45:00,2410,"A e",14.6,7,9.9
"02336526",2011-05-24 01:30:00,3.1,"A",NA,9,9.8
"02336526",2011-05-11 09:15:00,3.8,"A",21.5,7.1,6.4
"02336120",2011-05-30 06:30:00,15,"E",23.9,6.9,6.7
"02336728",2011-05-26 07:30:00,7.8,"X",22,7,7.1
"02203700",2011-05-21 23:45:00,3.9,"A",24.1,6.9,6
"02336240",2011-05-14 17:30:00,10,"X",21.8,7.3,8.8
"02203655",2011-05-17 12:30:00,9.6,"X",15.4,7.1,8.3
"02336410",2011-05-28 04:00:00,44,"X",22.7,6.9,6.8
