"site_no","dateTime","Flow","Flow_cd","Wtemp","pH","DO","Wtemp_F"
"02336120","2011-05-24 23:00:00",9.9,"A",25.3,7.2,7.8,77.54
"02203700","2011-05-07 01:30:00",5.3,"A e",19,7,6,66.2
"02336120","2011-05-02 12:45:00",16,"A",19,7,7.8,66.2
"02337170","2011-05-30 14:45:00",1340,"A",22.6,6.9,7.2,72.68
"02336526","2011-05-08 17:30:00",4.6,"A e",19.1,7.4,10.6,66.38
"02337170","2011-05-26 14:15:00",1740,"A e",20.6,7.1,8.4,69.08
"02336728","2011-05-22 01:30:00",9.7,"A e",22.4,7.2,7.6,72.32
"02336120","2011-05-28 08:30:00",37,"A e",21.5,6.7,7,70.7
"02336360","2011-05-03 20:30:00",14,"A",22.1,7.2,8.4,71.78
"02336410","2011-05-17 13:15:00",16,"A",15.4,7.2,8.9,59.72
"02336526","2011-05-05 04:45:00",6.7,"A",16.4,6.9,8,61.52
"02336240","2011-05-11 09:00:00",11,"A",20.9,7.1,7.2,69.62
"02203700","2011-05-11 05:45:00",4.6,"A e",22.1,7.4,3.5,71.78
"02337170","2011-05-21 00:45:00",4700,"A",16.3,6.8,9.5,61.34
"02336526","2011-05-13 04:15:00",3.6,"A",24,7.7,6.4,75.2
"02336410","2011-05-27 03:15:00",160,"A",NA,6.8,6.3,NA
"02203655","2011-05-27 04:00:00",133,"A",21.3,6.6,7,70.34
"02203700","2011-05-06 14:15:00",6.1,"A",15.2,7.1,7.9,59.36
"02203655","2011-05-21 09:45:00",7.8,"A",19.1,7,6.8,66.38
"02203655","2011-05-21 20:45:00",8.5,"A",21.1,7,7.8,69.98
"02337170","2011-05-27 12:45:00",5760,"A e",20.7,6.5,6.4,69.26
"02336120","2011-05-22 13:45:00",11,"A",20.4,7.2,7.5,68.72
"02337170","2011-05-26 23:15:00",1720,"A e",21.7,7.2,8.6,71.06
"02336360","2011-05-27 00:15:00",49,"A",22.2,6.9,7.5,71.96
"02336300","2011-05-19 03:00:00",27,"A",16.7,7.5,8.4,62.06
"02336240","2011-05-02 11:00:00",13,"A",18.7,7.2,7.6,65.66
"02336526","2011-05-05 19:45:00",5.5,"A",NA,7.2,10.3,NA
"02336300","2011-05-24 23:30:00",20,"A e",26.1,7.5,7.9,78.98
"02337170","2011-05-28 22:45:00",2630,"A e",21.8,6.8,7.5,71.24
"02203655","2011-05-30 06:45:00",10,"A",23.8,6.7,5.8,74.84
"02336240","2011-05-11 05:30:00",11,"A",21.6,7.1,7,70.88
"02336360","2011-05-27 01:30:00",209,"A",22.6,6.7,6.8,72.68
"02336410","2011-05-08 00:45:00",22,"A",18.9,7.1,8.2,66.02
"02336360","2011-05-05 09:30:00",18,"A e",15.7,6.9,8.3,60.26
"02203655","2011-05-30 16:45:00",10,"A e",22.7,6.9,6.8,72.86
"02336300","2011-05-16 12:00:00",25,"A",16.8,7.5,7.8,62.24
"02203700","2011-05-12 22:15:00",4.4,"A e",26.4,7.2,9.1,79.52
"02203700","2011-05-10 07:30:00",4.6,"A",20.2,7.3,3.3,68.36
"02336313","2011-05-28 09:30:00",0.98,"A",20.1,7.3,6.3,68.18
"02336313","2011-05-23 05:00:00",0.93,"A",22.5,7.1,5.8,72.5
"02337170","2011-05-18 00:15:00",3410,"A",14.9,7,9.5,58.82
"02336360","2011-05-30 23:30:00",6.6,"A",26.5,7,7,79.7
"02336313","2011-05-06 17:15:00",1.2,"A",17.9,7.1,9.6,64.22
"02203700","2011-05-26 23:00:00",6.4,"A",22.2,6.9,6.8,71.96
"02336300","2011-05-16 20:00:00",31,"A e",18.9,7.6,9.3,66.02
"02336360","2011-05-13 23:15:00",11,"A",23.2,7.3,8.3,73.76
"02336360","2011-05-11 07:30:00",12,"A",NA,7,6.9,NA
"02336410","2011-05-26 23:15:00",17,"A e",23.9,7.2,7.3,75.02
"02336300","2011-05-12 21:15:00",27,"A",26.4,7.5,8.6,79.52
"02336240","2011-06-01 00:15:00",10,"A",25.7,7.1,7,78.26
"02203655","2011-05-18 01:15:00",9.2,"A",15.9,7.1,8.5,60.62
"02336526","2011-05-28 14:15:00",9.5,"A e",20.1,7.1,8,68.18
"02336360","2011-05-16 09:15:00",11,"A",17.2,7.1,8.1,62.96
"02336313","2011-05-05 23:15:00",1.2,"A",18.5,7,8,65.3
"02336360","2011-05-17 00:15:00",11,"A e",17.5,7.3,9.1,63.5
"02336300","2011-05-01 20:45:00",32,"A",22.8,7.3,8.2,73.04
"02336410","2011-05-05 22:45:00",28,"A",17.4,7.1,8.8,63.32
"02336240","2011-05-25 02:45:00",7.9,"A",23.4,7.1,6.5,74.12
"02336410","2011-05-20 21:45:00",14,"A",21.9,NA,9.3,71.42
"02336300","2011-05-03 03:00:00",31,"A e",21.6,NA,7,70.88
"02337170","2011-05-11 01:00:00",4120,"A",20.5,6.8,8.4,68.9
"02336728","2011-05-28 18:30:00",33,"A e",22.8,7,NA,73.04
"02336240","2011-05-03 04:15:00",12,"A e",20.3,7.1,7.3,68.54
"02336526","2011-05-31 12:45:00",4.8,"A",22.5,7.2,NA,72.5
"02336313","2011-05-24 17:45:00",0.93,"A e",24.9,NA,8.9,76.82
"02203700","2011-05-15 21:45:00",4.6,"A",18.9,7.1,9,66.02
"02203700","2011-05-26 04:15:00",3.7,"A",23.7,6.8,4.4,74.66
"02336120","2011-05-26 00:30:00",11,"A",25.4,7.2,7.3,77.72
"02336120","2011-05-07 13:45:00",17,"A",15.7,6.9,8.7,60.26
"02336240","2011-05-17 14:00:00",12,"A",15,7.3,9.1,59
"02203655","2011-05-03 01:45:00",11,"A",21.5,7.1,6.4,70.7
"02336240","2011-05-18 19:00:00",10,"A",17.9,NA,10.4,64.22
"02336313","2011-05-01 16:00:00",1.1,"A",20.2,7.1,8.4,68.36
"02336410","2011-05-20 17:30:00",14,"A e",19.7,7.4,9.6,67.46
"02336240","2011-05-23 12:15:00",8.5,"A",20.5,7.2,7.1,68.9
"02336526","2011-05-06 02:45:00",5.5,"A",17.6,7.1,8.3,63.68
"02336360","2011-05-14 05:15:00",11,"A",21.9,7,6.9,71.42
"02203700","2011-05-24 03:45:00",3.7,"A",23.3,6.8,4.2,73.94
"02336313","2011-05-29 16:30:00",0.82,"A",23.6,7.4,6.8,74.48
"02336120","2011-05-16 21:30:00",13,"A e",18,7.4,9,64.4
"02336410","2011-05-05 03:45:00",42,"A",17.6,6.9,8.2,63.68
"02203700","2011-05-10 21:00:00",4.9,"A",26.4,7.3,10.2,79.52
"02203655","2011-05-28 20:30:00",17,"A",22.4,6.5,7.2,72.32
"02336120","2011-05-06 22:00:00",19,"A",18.8,7.1,8.8,65.84
"02203655","2011-05-05 06:30:00",17,"A",NA,7.1,7.5,NA
"02203700","2011-05-01 08:15:00",6.1,"A",17.8,NA,6.7,64.04
"02336410","2011-05-15 16:45:00",16,"A e",NA,7.3,8.9,NA
"02337170","2011-05-10 21:30:00",4270,"A",20.9,6.8,8.3,69.62
"02336240","2011-05-27 12:15:00",1170,"A",19.5,6.6,8.6,67.1
"02336410","2011-05-30 09:30:00",15,"A",23.5,7,6.6,74.3
"02336313","2011-05-31 20:15:00",0.69,"A",26.9,7.2,7,80.42
"02336240","2011-05-12 13:00:00",11,"A",20.8,NA,7.4,69.44
"02336728","2011-05-03 06:45:00",15,"A",19.9,7,7.7,67.82
"02336526","2011-05-25 11:30:00",3.1,"A e",21.4,7.4,6.1,70.52
"02337170","2011-05-08 00:00:00",2640,"A",15.3,6.9,9.6,59.54
"02336240","2011-05-16 00:15:00",10,"A",18.2,7.3,8.2,64.76
"02336120","2011-05-29 16:30:00",17,"A",22.8,6.9,7.4,73.04
"02337170","2011-05-17 17:00:00",2590,"A",15.8,7.1,9.4,60.44
"02336300","2011-05-25 19:15:00",21,"A",26.4,7.5,8.7,79.52
"02336240","2011-05-30 13:45:00",12,"A",22.4,7.1,7.3,72.32
"02336300","2011-05-07 12:00:00",36,"A",15.2,7.3,8,59.36
"02337170","2011-05-03 18:30:00",7200,"A",13.9,6.8,10.3,57.02
"02337170","2011-05-22 10:45:00",2280,"A",NA,6.9,9.6,NA
"02337170","2011-05-26 09:15:00",1760,"A",20.1,7.1,8.5,68.18
"02336410","2011-05-20 00:45:00",15,"A",18.5,7.3,8.9,65.3
"02336360","2011-05-30 00:15:00",7.2,"A",25.1,7,7,77.18
"02336300","2011-05-24 12:30:00",21,"A",21.9,7.4,6.8,71.42
"02203655","2011-05-04 14:30:00",37,"A",16,7,8.1,60.8
"02336526","2011-05-19 07:45:00",3.6,"A e",15.6,7.7,8.3,60.08
"02336240","2011-05-16 02:30:00",10,"A",17.7,7.3,7.8,63.86
"02336526","2011-05-14 00:00:00",3.6,"A e",23.8,8.4,9.7,74.84
"02336360","2011-05-30 20:45:00",6.6,"A",27.4,7.1,7.7,81.32
"02336300","2011-05-23 00:30:00",22,"A e",25.3,7.4,7.5,77.54
"02336526","2011-05-03 02:00:00",4.2,"A e",23,7.2,7.4,73.4
"02336728","2011-05-21 08:45:00",9.7,"A",18.2,7.1,8,64.76
"02336728","2011-05-26 17:30:00",7.8,"A",23.8,7.2,8.8,74.84
"02336526","2011-05-30 21:00:00",4.8,"A e",NA,7.7,9.3,NA
"02336313","2011-05-21 03:00:00",0.93,"A",NA,7.1,6.9,NA
"02336240","2011-05-27 21:15:00",62,"A",21.8,6.9,7.7,71.24
"02336120","2011-05-23 01:45:00",11,"A",24,7.2,7.1,75.2
"02336526","2011-05-07 11:30:00",4.8,"A",14.8,7.1,8.4,58.64
"02336300","2011-05-06 20:00:00",38,"A",NA,7.3,8.6,NA
"02336120","2011-05-06 11:00:00",19,"A",15.1,7,8.6,59.18
"02336120","2011-05-16 11:00:00",13,"A e",16.8,7.2,8.1,62.24
"02336120","2011-05-24 23:45:00",9.9,"A e",25.1,7.1,7.6,77.18
"02336410","2011-05-19 15:15:00",15,"A",15.3,7.3,9.6,59.54
"02336526","2011-05-31 16:00:00",4.6,"A",23.6,7.3,8.8,74.48
"02336410","2011-05-05 11:45:00",34,"A",15,6.9,8.8,59
"02336360","2011-05-01 09:15:00",14,"A e",18.3,7,7.6,64.94
"02336526","2011-05-15 05:15:00",3.6,"A",21.3,7.6,6.7,70.34
"02336300","2011-05-14 18:15:00",26,"A",22.6,7.6,8.6,72.68
"02336410","2011-05-18 02:00:00",16,"A",15.6,7.3,9.1,60.08
"02336313","2011-05-12 02:30:00",0.93,"A",23.8,7.2,6,74.84
"02203655","2011-05-23 18:15:00",8.2,"A",NA,7,7.3,NA
"02336526","2011-05-12 23:45:00",3.6,"A",26,8.4,9.5,78.8
"02336410","2011-05-21 22:30:00",14,"A e",23.3,7.4,8.4,73.94
"02336300","2011-05-01 21:00:00",32,"A e",22.8,7.3,8.2,73.04
"02336300","2011-05-18 23:30:00",27,"A",18,7.6,9.3,64.4
"02336410","2011-05-22 10:00:00",14,"A",20.8,7.2,7.2,69.44
"02336313","2011-05-17 04:45:00",1.1,"A",NA,7.2,7.2,NA
"02203700","2011-05-22 18:15:00",3.9,"A",24.4,7,8.5,75.92
"02336300","2011-05-19 07:15:00",26,"A",15.8,7.4,8.2,60.44
"02336300","2011-05-21 02:00:00",25,"A",NA,7.4,7.7,NA
"02336240","2011-05-21 03:30:00",9.2,"A",19.9,7.2,7.3,67.82
"02336526","2011-05-15 20:00:00",3.6,"A e",18.9,7.7,11.1,66.02
"02336410","2011-05-28 15:00:00",28,"A",21.5,7,7.4,70.7
"02337170","2011-05-28 03:30:00",4330,"A",20.5,6.6,7.3,68.9
"02336728","2011-05-03 13:15:00",15,"A",20.3,7,7.8,68.54
"02336410","2011-05-31 10:45:00",13,"A",23.6,7,6.4,74.48
"02336526","2011-05-26 08:15:00",3.1,"A",23.2,7.5,6,73.76
"02336120","2011-05-01 08:00:00",17,"A e",18.6,7.1,7.8,65.48
"02336300","2011-05-01 13:00:00",31,"A",18.2,7.2,7.4,64.76
"02336360","2011-05-16 16:30:00",11,"A",17.3,7.3,9.6,63.14
"02336410","2011-05-09 04:00:00",21,"A",19.9,7.1,7.6,67.82
"02336300","2011-05-01 12:30:00",31,"A",18.2,7.2,7.3,64.76
"02336120","2011-05-04 17:45:00",57,"A",17.7,6.8,8.5,63.86
"02336313","2011-05-05 09:15:00",1.4,"A",13.8,6.9,8,56.84
"02203700","2011-05-25 03:30:00",3.7,"A",23.4,6.8,4.4,74.12
"02336120","2011-05-19 14:00:00",12,"A e",15.1,7.3,8.9,59.18
"02336120","2011-05-10 08:30:00",15,"A",20.3,7.1,7.5,68.54
"02336360","2011-05-08 03:45:00",13,"A e",18.4,7.1,8,65.12
"02336728","2011-05-16 13:30:00",11,"A",16.7,7.1,8.6,62.06
"02336240","2011-05-15 23:00:00",10,"A",18.5,7.3,8.5,65.3
"02336526","2011-05-16 00:45:00",3.8,"A",18.4,8,9.7,65.12
"02336120","2011-05-08 00:45:00",17,"A",19.2,7.1,8.4,66.56
"02336728","2011-05-04 04:45:00",369,"A",18.3,6.7,NA,64.94
"02336728","2011-05-25 13:45:00",8.2,"A",20.8,7.1,7.8,69.44
"02336728","2011-05-23 15:30:00",8.9,"A",22.1,7.2,8.5,71.78
"02336313","2011-05-08 01:00:00",1,"A",19.7,7.2,7.5,67.46
"02336313","2011-05-13 05:15:00",0.98,"A",22.5,7.2,6.1,72.5
"02203655","2011-05-07 00:30:00",12,"A e",18.3,7.2,7.4,64.94
"02336313","2011-05-30 01:15:00",0.73,"A",25.5,7.3,5.6,77.9
"02203700","2011-05-20 08:30:00",4,"A",17.3,6.8,5.1,63.14
"02336410","2011-05-19 02:00:00",15,"A e",16.3,7.3,9.1,61.34
"02336120","2011-05-08 03:30:00",17,"A e",18.4,7.1,8.2,65.12
"02203700","2011-05-17 12:00:00",4.4,"A e",14.7,NA,5.7,58.46
"02336120","2011-05-22 11:00:00",11,"A",20.2,7.2,7.2,68.36
"02336313","2011-05-24 23:15:00",0.87,"A e",24.8,7.2,7,76.64
"02336526","2011-05-04 01:00:00",255,"A",19,6.8,8,66.2
"02203655","2011-06-01 02:30:00",8.8,"A",25,7,6,77
"02336300","2011-05-12 05:30:00",30,"A",23.2,7.4,6.6,73.76
"02336313","2011-05-29 00:45:00",0.77,"A",NA,7.4,5.9,NA
"02336313","2011-05-31 18:30:00",0.77,"A",26.4,7.2,6.8,79.52
"02336120","2011-05-09 20:00:00",16,"A e",21.9,7.3,8.9,71.42
"02336360","2011-05-22 23:00:00",9.8,"A",24.8,7.4,8,76.64
"02337170","2011-05-02 10:00:00",3060,"A",15.4,6.9,9.9,59.72
"02336360","2011-05-04 01:45:00",177,"A",18.7,6.7,8,65.66
"02336526","2011-05-19 00:45:00",3.8,"A",NA,8.9,11.7,NA
"02336313","2011-05-14 13:15:00",1,"A e",20.4,7.2,7.2,68.72
"02336410","2011-05-27 00:00:00",36,"A e",23.2,7.2,NA,73.76
"02336410","2011-05-18 20:45:00",15,"A",17.2,7.5,10.3,62.96
"02336526","2011-05-23 09:30:00",3.6,"A e",21.9,7.5,6.1,71.42
"02336526","2011-05-26 17:45:00",2.8,"A",23.7,7.9,9.8,74.66
"02336410","2011-05-07 21:15:00",22,"A",19.2,7.2,8.8,66.56
"02336240","2011-05-18 17:30:00",10,"A",17,7.4,10.2,62.6
"02336526","2011-05-24 04:00:00",5.7,"A",23.8,8.3,7.2,74.84
"02336313","2011-05-18 06:00:00",1,"A",14.7,7.1,7.4,58.46
"02336240","2011-05-24 07:45:00",8.2,"A e",21.7,7.2,6.8,71.06
"02336313","2011-05-09 19:15:00",1,"A",23.5,NA,8.9,74.3
"02337170","2011-05-31 17:30:00",1270,"A",24.4,6.9,7.2,75.92
"02337170","2011-05-04 07:30:00",6340,"A",15.2,6.8,9.7,59.36
"02203655","2011-05-31 18:30:00",9.6,"A",23.9,7.2,7,75.02
"02203700","2011-05-14 18:30:00",4.6,"A",22.8,7.3,10.7,73.04
"02336360","2011-05-19 13:45:00",10,"A",14.8,7.1,9.2,58.64
"02336728","2011-05-04 21:30:00",38,"A",18.6,6.9,8.5,65.48
"02336120","2011-05-17 05:45:00",13,"A",16.4,7.2,8.3,61.52
"02336240","2011-05-27 11:00:00",1380,"A",19.5,6.6,8.6,67.1
"02336313","2011-05-29 17:15:00",0.82,"A",24.3,7.4,7.2,75.74
"02336410","2011-05-03 01:15:00",21,"A",21.6,6.8,7.4,70.88
"02336410","2011-05-20 16:00:00",14,"A",18.2,NA,9.1,64.76
"02336360","2011-05-13 16:30:00",11,"A",22.4,7.2,8.7,72.32
"02336526","2011-05-21 22:00:00",3.5,"A",23.9,9,12.1,75.02
"02336300","2011-05-24 01:00:00",21,"A",24.9,7.4,7.3,76.82
"02336240","2011-05-27 13:00:00",917,"A",19.6,6.6,8.6,67.28
"02336526","2011-05-11 13:00:00",4,"A e",20.6,7,7,69.08
"02336120","2011-05-12 06:45:00",14,"A",22.3,7.2,7.1,72.14
"02336313","2011-05-10 02:15:00",0.98,"A e",22.5,7.2,6.7,72.5
"02203700","2011-05-22 12:15:00",3.9,"A",19.3,6.8,4.8,66.74
"02203655","2011-05-03 23:45:00",102,"A",20.6,7.1,6.7,69.08
"02203655","2011-05-06 08:30:00",12,"A",15.5,7.2,7.9,59.9
"02336360","2011-05-29 05:45:00",8.7,"A",23.1,6.9,6.4,73.58
"02203700","2011-05-12 21:30:00",4.4,"A",26.7,7.3,10,80.06
"02337170","2011-05-04 18:00:00",6370,"A",16.3,6.6,8.5,61.34
"02336526","2011-05-07 15:45:00",4.8,"A",15.9,7.2,9.9,60.62
"02337170","2011-06-01 02:45:00",1260,"A e",26.2,6.9,7.1,79.16
"02336240","2011-05-31 18:00:00",11,"A",26.1,7.1,8.1,78.98
"02203700","2011-05-13 11:30:00",4.4,"A",19.9,NA,4.5,67.82
"02203700","2011-05-15 09:00:00",4.2,"A",18.8,6.9,4.8,65.84
"02336240","2011-05-10 07:00:00",11,"A",20.1,7.2,7.4,68.18
"02336120","2011-05-13 12:45:00",13,"A",21.3,7.1,7.3,70.34
"02337170","2011-05-27 06:00:00",2210,"A",20.7,6.8,7.8,69.26
"02336300","2011-05-18 22:15:00",27,"A",18.3,7.6,9.6,64.94
"02336120","2011-05-31 23:45:00",12,"A",26.8,7,7.2,80.24
"02336360","2011-05-07 03:00:00",14,"A e",17.7,7.1,8.1,63.86
"02336410","2011-05-14 22:30:00",16,"A",22.5,7.4,8.1,72.5
"02336410","2011-05-03 08:15:00",21,"A",20.7,6.8,6.9,69.26
"02336728","2011-05-28 18:45:00",33,"A",22.9,7,NA,73.22
"02336360","2011-05-07 04:15:00",14,"A",17.3,7.1,8.1,63.14
"02203700","2011-05-10 20:00:00",4.9,"A",26.1,7.3,10.7,78.98
"02336360","2011-05-29 17:45:00",7.8,"A",24.4,7,7.6,75.92
"02336526","2011-05-22 17:00:00",3.6,"A",22,8,10.2,71.6
"02336120","2011-05-14 08:30:00",13,"A",21.1,7.2,7.2,69.98
"02203655","2011-05-18 07:15:00",8.8,"A",15.1,7,8.1,59.18
"02337170","2011-05-18 21:45:00",4580,"A e",13.6,6.8,NA,56.48
"02336360","2011-05-15 08:15:00",11,"A",20,7.1,7.3,68
"02336240","2011-05-28 19:00:00",20,"A",23.7,7,7.5,74.66
"02336300","2011-05-16 23:00:00",29,"A e",18.4,7.6,8.6,65.12
"02336240","2011-05-11 09:30:00",11,"A",20.8,7.1,7.1,69.44
"02336410","2011-05-07 15:45:00",22,"A",16.4,7,9,61.52
"02336526","2011-05-11 15:45:00",4,"A e",21.5,7.2,9,70.7
"02336120","2011-05-21 10:45:00",12,"A",18.9,7.1,7.5,66.02
"02337170","2011-05-12 03:00:00",4710,"A",17.4,6.8,9.2,63.32
"02336526","2011-05-26 18:00:00",2.8,"A",23.8,8,10,74.84
"02203655","2011-05-31 06:15:00",8.8,"A",24.4,7.2,6.1,75.92
"02336526","2011-05-17 12:00:00",4,"A",15.1,7.2,7.9,59.18
"02336240","2011-05-27 06:00:00",247,"A e",21.1,6.7,7.7,69.98
"02336120","2011-05-14 09:00:00",13,"A",21.1,7.2,7.2,69.98
"02336300","2011-05-16 20:30:00",30,"A",18.7,7.6,9.1,65.66
"02336313","2011-05-21 22:00:00",0.98,"A e",NA,7.2,7.6,NA
"02203700","2011-05-11 12:15:00",4.6,"A",20,NA,4.6,68
"02336410","2011-05-26 06:45:00",11,"A e",23.5,7.2,6.7,74.3
"02336526","2011-05-21 11:45:00",3.6,"A",19,7.5,6.9,66.2
"02336120","2011-05-31 02:15:00",13,"A",25.6,7,6.6,78.08
"02336526","2011-05-19 03:45:00",3.6,"A e",16.8,8.5,9.4,62.24
"02336313","2011-05-09 23:45:00",0.98,"A e",23.5,7.2,7.3,74.3
"02336313","2011-05-24 02:30:00",0.87,"A",23.6,7.1,6,74.48
"02337170","2011-05-23 17:30:00",1600,"A",21.1,7.1,8.4,69.98
"02336360","2011-05-15 05:15:00",11,"A",20.7,7.1,7.3,69.26
"02336360","2011-05-20 02:30:00",10,"A",18.5,NA,8.4,65.3
"02336526","2011-05-04 02:30:00",437,"A",18,6.6,8.2,64.4
"02336728","2011-05-20 21:00:00",10,"A e",22.8,7.3,NA,73.04
"02336728","2011-05-23 11:00:00",8.9,"A",20.3,7.1,7.5,68.54
"02336240","2011-05-08 14:00:00",12,"A",16.7,7.2,8.4,62.06
"02336410","2011-05-18 04:00:00",16,"A",15.4,7.2,9,59.72
"02337170","2011-05-31 14:15:00",1280,"A",23.9,6.9,6.8,75.02
"02336313","2011-05-07 00:30:00",1.1,"A e",18.7,7.2,7.8,65.66
"02336240","2011-05-14 01:15:00",10,"A",22.6,7.2,7,72.68
"02203655","2011-05-18 06:30:00",9.2,"A",15.3,7,8.2,59.54
"02336313","2011-05-25 00:15:00",0.87,"A",24.6,7.2,6.4,76.28
"02203655","2011-05-02 07:30:00",11,"A",20,7.1,6.4,68
"02336120","2011-05-12 01:15:00",15,"A",24.2,7.2,7.4,75.56
"02336526","2011-05-26 10:00:00",3,"A e",22.8,7.4,5.8,73.04
"02336728","2011-05-20 15:45:00",10,"A",18.8,7.2,9.2,65.84
"02203655","2011-05-24 01:30:00",8.2,"A",23.1,7,6.4,73.58
"02336120","2011-05-03 07:00:00",16,"A",20.4,7.1,7.5,68.72
"02203700","2011-05-16 23:15:00",7.9,"A",18.8,7.1,NA,65.84
"02336120","2011-05-18 02:00:00",14,"A e",15.8,7.3,8.8,60.44
"02336240","2011-06-01 00:45:00",10,"A",25.5,7,6.8,77.9
"02336300","2011-05-10 09:30:00",31,"A",20.6,7.3,7,69.08
"02336313","2011-05-22 06:30:00",0.93,"A",20.9,7.1,6.3,69.62
"02203700","2011-05-24 23:00:00",3.7,"A e",25.4,7,7.2,77.72
"02336526","2011-05-26 02:45:00",5.2,"A e",24.8,8.5,7.7,76.64
"02336526","2011-05-05 03:45:00",6.9,"A",16.9,6.9,8,62.42
"02336300","2011-05-25 02:30:00",21,"A e",24.7,7.4,6.8,76.46
"02336526","2011-05-08 15:00:00",4.6,"A e",16.9,7.2,9.4,62.42
"02203655","2011-05-02 02:45:00",11,"A e",21,7.1,6.3,69.8
"02336410","2011-05-06 07:30:00",26,"A",16.1,7,8.5,60.98
"02336240","2011-05-21 07:45:00",8.9,"A",18.7,7.2,7.5,65.66
"02203700","2011-05-16 11:00:00",4.4,"A",16.3,6.9,5.2,61.34
"02336313","2011-05-09 22:45:00",0.98,"A e",23.7,7.2,NA,74.66
"02336360","2011-05-25 04:45:00",9.1,"A",23.1,7.1,6.6,73.58
"02336410","2011-05-13 00:30:00",17,"A",24.1,7.2,7.4,75.38
"02336240","2011-05-01 10:15:00",13,"A",17.6,7.1,7.6,63.68
"02336360","2011-05-12 01:15:00",11,"A",24.1,7.1,7.2,75.38
"02336526","2011-05-19 04:45:00",3.6,"A",16.5,8.2,8.9,61.7
"02336526","2011-05-20 19:30:00",3.5,"A",21.5,8.6,12.2,70.7
"02336300","2011-05-13 04:45:00",27,"A e",23.3,7.4,6.6,73.94
"02336313","2011-05-14 09:30:00",1,"A",20.6,7.2,6.6,69.08
"02336410","2011-06-01 02:45:00",12,"A e",25.6,7.1,6.4,78.08
"02203655","2011-05-17 06:15:00",10,"A",16.6,7.1,8.1,61.88
"02336240","2011-05-09 18:45:00",12,"A",22.8,7.3,9.1,73.04
"02336410","2011-05-29 17:00:00",17,"A e",23.6,7.1,7.5,74.48
"02336728","2011-05-28 14:30:00",36,"A",20.5,6.9,7.8,68.9
"02336526","2011-05-03 15:30:00",4.2,"A",20.4,7.1,8.3,68.72
"02336360","2011-05-04 03:45:00",485,"A",18.9,6.8,7.8,66.02
"02336410","2011-05-10 21:45:00",19,"A",24,7.3,8.1,75.2
"02336526","2011-05-11 20:00:00",4,"A e",25.5,8,10.9,77.9
"02336120","2011-05-10 22:45:00",16,"A e",24,7.3,NA,75.2
"02336300","2011-05-23 04:45:00",23,"A",23.5,7.3,6.6,74.3
"02336120","2011-05-11 15:15:00",15,"A e",21.6,7.3,7.9,70.88
"02337170","2011-05-15 03:15:00",4590,"A",14.4,6.8,9.9,57.92
"02336410","2011-05-02 04:15:00",22,"A e",20.5,6.8,7.2,68.9
"02336313","2011-05-12 18:30:00",1,"A",25.5,7.3,8.9,77.9
"02336410","2011-05-09 22:45:00",19,"A e",22,7.2,8.1,71.6
"02336120","2011-05-24 17:15:00",10,"A",22.9,7.2,7.9,73.22
"02336240","2011-05-22 06:15:00",8.9,"A",20.6,7.2,7.1,69.08
"02336410","2011-05-23 03:30:00",13,"A e",23.2,7.2,6.9,73.76
"02336120","2011-05-05 03:00:00",33,"A e",17.1,6.8,8.3,62.78
"02336410","2011-05-25 21:45:00",11,"A",25.8,7.4,8,78.44
"02336360","2011-05-17 22:45:00",10,"A e",16.2,7.4,10.1,61.16
"02336120","2011-05-24 12:45:00",11,"A",21.6,7.1,7.1,70.88
"02336728","2011-05-22 01:15:00",9.7,"A",22.6,7.2,7.6,72.68
"02336526","2011-05-15 09:45:00",3.6,"A",19.6,7.2,6.6,67.28
"02336360","2011-05-15 20:30:00",10,"A e",19.2,7.4,9.4,66.56
"02337170","2011-05-28 07:15:00",3220,"A",20.4,6.6,7.3,68.72
"02336526","2011-05-17 02:00:00",7.7,"A e",17.8,8.1,9.2,64.04
"02336526","2011-05-07 09:00:00",4.8,"A e",15.7,7.1,NA,60.26
"02336360","2011-05-13 21:15:00",11,"A",23.8,7.4,8.9,74.84
"02203655","2011-05-01 09:15:00",12,"A e",18.2,7.1,6.9,64.76
"02336120","2011-05-13 20:30:00",13,"A e",23.8,7.3,8.6,74.84
"02336313","2011-05-22 16:00:00",1.1,"A e",22.8,7.3,9,73.04
"02336410","2011-05-10 08:30:00",19,"A",20.9,7,7.3,69.62
"02336526","2011-05-17 18:15:00",3.8,"A",16.4,7.6,11.6,61.52
"02203700","2011-05-05 14:45:00",21,"A",17.1,6.6,7.2,62.78
"02337170","2011-05-23 05:30:00",1410,"A",20,6.9,8.4,68
"02336526","2011-05-02 18:45:00",4.2,"A",22,7.2,9.8,71.6
"02336313","2011-05-08 14:45:00",1.1,"A e",18.1,7.2,9.1,64.58
"02336360","2011-05-28 12:30:00",12,"A e",21.2,6.8,NA,70.16
"02336728","2011-05-28 21:30:00",29,"A",23.5,7,7.6,74.3
"02203655","2011-05-20 13:30:00",8.5,"A",16.8,7,8.1,62.24
"02336240","2011-05-06 11:45:00",14,"A e",14.2,7.2,8.6,57.56
"02336410","2011-05-12 08:45:00",17,"A",22.3,7,7,72.14
"02203700","2011-05-15 04:00:00",4.2,"A",20.8,6.8,NA,69.44
"02336240","2011-05-29 15:30:00",14,"A",22.4,7,7.5,72.32
"02203655","2011-05-26 17:30:00",7.5,"A",23,7,6.7,73.4
